Job Title,Company Name,Location,Experience,Salary,Job Description,Skills
Sr. Data Engineer,First Soft Solutions,Chennai,3-6 Yrs,Not disclosed,Position Summary... ...,"Data management, Analytical, Data processing, Data quality, data integrity, Business intelligence, Monitoring, SQL"
Senior Software Engineer (m/f/d),Kayzen,Chennai,3-6 Yrs,Not disclosed,Position Summary... ...,"Unix, Computer science, Bidding, Linux, Coding, Agile, Data structures, Distribution system"
Data Engineer (Senior/Principal/Architect),Forecastera India,Chennai,3-6 Yrs,Not disclosed,Position Summary... ...,"metadata, Front end, Data management, Project management, Machine learning, Data structures, SQL, Python"
Analytics - Senior Stats Programmer (R-Shiny & R Programming),Sanofi,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","CRO, Version control, GIT, Coding, Project management, Agile, Healthcare, JIRA"
Data Engineer I,Merck,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...",
Mid/Senior Motion Designer,mmr Research Worldwide,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Graphics, Illustrator, adobe creative suite, Project management, Conceptualization, Market research, FMCG, Research"
EY - GDS Consulting - AI and DATA - Gen AI - Senior,EY,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Computer vision, continuous integration, GCP, Consulting, Machine learning, Data processing, Monitoring, Python"
Pyspark Developer,Zetwerk,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Debugging, Consulting, Data processing, MongoDB, Scheduling, Distribution system, Analytics, Monitoring"
Senior Big Data Engineer,Convegenius Edu,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Engineering services, Health insurance, Data modeling, SCALA, data governance, data integrity, data privacy, Apache"
Senior AI Engineer,Celonis,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Computer science, ERP, Automation, SAP, Enterprise applications, Agile, Analytics, CRM"
Senior AI/ML Platform Engineer,Welocalize,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Performance tuning, Architecture, GCP, Machine learning, Incident management, Load balancing, Distribution system, Operations"
Senior Full Stack Developer,Fluid Ai,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Backend, Manager Quality Assurance, Front end, Web technologies, Coding, Database design, Javascript, application architecture"
Senior Data Engineer,Celonis,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Business process, Mining, ERP, Automation, SAP, Data processing, Oracle, Information technology"
Staff Machine Learning Engineer 2,Powerschool India,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","deep learning, C++, GIT, Coding, Machine learning, Data structures, Natural language processing, Open source"
Data Engineer,AMERICAN EXPRESS,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Career development, Automation, Finance, Analytical, Schema, Data processing, Data quality, Continuous improvement"
Software Developer 2,Oracle,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Unix, Automation, Coding, Debugging, Perl, Windows, Oracle, Analytics"
Machine Learning Engineer 1 (Data Platform),Demandbase,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","SAN, System architecture, C++, Automation, Software design, NoSQL, Machine learning, Monitoring"
Senior Software Engineer II,Seismic Technologies,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Product management, Performance tuning, Automation, Postgresql, Application development, Scrum, Unit testing, Apache"
ML Sr. engineer,Tao Digital,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Computer vision, deep learning, GIT, Image processing, Architecture, Machine learning, Monitoring, SQL"
Senior Data Engineer,Pure Storage,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Manager Quality Assurance, Data modeling, Database design, Schema, Analytics, SQL, Python, Salesforce"
Senior Software Engineer (Full Stack),Appen,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","NoSQL, RDBMS, Coding, Analytical, Machine learning, Javascript, Agile, Software development life cycle"
Senior Engineer II ( Search )- Backend,Seismic Technologies,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Product management, Performance tuning, Backend, Application development, Unit testing, Apache, Continuous improvement, Distribution system"
Sr. Backend Software Engineer,Anetcorp India,Hyderabad,1-4 Yrs,Not disclosed,"Experience : Should have Experience of 3+ Years in Statistical reporting, Statistics, D...","Backend, Managed services, Linux, Coding, Staffing, Process improvement, Service engineering, Javascript"
Data Scientist Consultant,VHR Professional Services,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Data Engineering, Big Data, Data Maintenance, Data Science, Data Analysis, Data Transformation, Data Management, Data Extraction"
"Big Data Engineer , CorpFPA",Amazon,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Warehouse, Data modeling, SCALA, Financial planning, Programming, Data analytics, big data, Distribution system"
Analyst,Goldman Sachs,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Unix, Hibernate, Linux, Machine learning, HTML, Project planning, Investment banking, Risk management"
Data Scientist Consultant,vhr Professional Services,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Data Engineering, Big Data, Data Maintenance, Data Science, Data Analysis, Data Transformation, Data Management, Data Extraction"
Scientist Car-T Cell Therapy,Rajiv Gandhi Cancer Institute and Research Centre,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Protein Engineering, Cancer Biology, Cell, Cancer, Protein, Biology, Therapy, Engineering"
AI Engineer Data and AI,Tiger Analytics,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","python, django, api, flask, machine learning, data engineering, artificial intelligence, microservices"
Junior BA Analyst,Omni Reach,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","System testing, SAP, Senior Analyst, Project management, Analytical, Manager Technology, Project planning, Gap analysis"
BUSINESS ANALYST,Godigi Infotech,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Business Analyst, Business analysis"
BUSINESS ANALYST,Godigi Infotech,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Automation testing, Web services, Business Analyst, Web technologies, Software testing, Business analysis, Automation"
Annotation Engineer - Executive,CMS Computers Ltd,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...",Executive Engineering
AI Engineer,Biz4group,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Automation, Backend, GIT, NoSQL, Enterprise applications, Javascript, Natural language processing, Open source"
Stat Programmer Scientist,Iqvia Biotech,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Computer science, Statistical programming, Technical Team Lead, Consulting, Programming, Healthcare, Clinical research, SAS Graph"
AI Scientist,Qure.ai,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Computer vision, deep learning, Analytical, Machine learning, Cloud, Healthcare, Deployment, Natural language processing"
Analyst,ARP Investments,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Analyst, Investor relations, Data management, Risk management, Portfolio management, Forecasting, Analytics, Python"
Senior Associate-Data Engineer,PwC Service Delivery Center,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","transformers, power system, electrical engineering, business development, power transmission, distribution, sales, electricals"
"Data Scientist/Manager/AVP -Analytics ( SAS, SQL, Python)",Khushboo,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Commercial Banking, python, sas, Segmentation, sql, Predictive Modeling, Logistic Regression, Decision Tree"
Senior Machine Learning Engineer - 5,Adobe,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Backend, Illustrator, Cloud Services, Machine learning, Cloud, Programming, Photoshop, Adobe"
Senior Gen AI ML Developer,Lyssin Inc,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","User interaction, Focus, Machine learning, Data processing, Deployment, Natural language processing, data privacy, AWS"
Sr Data Science Engineer,Fold Health,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Computer science, data science, Data modeling, data security, Data processing, Data quality, data integrity, Troubleshooting"
IN- Senior Associate Business Analyst Application Technology,PwC Service Delivery Center,"Singapore, Canada, United Kingdom (UK)",7-12 Yrs,60-70 Lacs PA,"Data Scientist Consultant Drive business growth through data-driven insights, developin...","Business transformation, Front end, Performance management, Business analytics, Analytical, Consulting, Data processing, Data quality"
CDC II,ICON plc,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","clinical data management, early phase, Medidata Rave, EDC, CDM, Clinical, Rave, Cdc"
Sr Product Manager,Target,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Product management, Machine learning, Agile, Global Strategy, Data processing, SEM, Scrum, Customer service"
Sr Product Manager,Target,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Product management, Machine learning, Agile, Global Strategy, SEM, Scrum, Customer experience, SEO"
Director AI - Content - WEN,Wadhwani Foundation,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Product management, Data analysis, Sales, Project management, Director, Manager Technology, Market research, Engineering Design"
Software Engineering Manager,Ford,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","spring, Java, angular, GCP, react, Azure, AWS, Management"
Senior Data Warehouse Developer,thought focus,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Azure Synapse, Redshift Aws, Snowflake, Data Warehousing, Azure redshift, scala, Payment Gateways, Google big query"
Sr. Support Analyst,Nomura,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Automation, Data management, Data modeling, Analytical, SPSS, Data mining, Technical support, Analytics"
Sr Staff SW Engineer,Enphase Energy,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Product management, Computer science, Data analysis, Machine learning, Agile, System design, Scheduling, MATLAB"
Azure Data Engineer,Leading Data solutions company,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Data Engineering, Version Control, Cloud Platform, Python, SQL, DSA, Algorithms, data structure"
Mern Full Stack Developer,Econix Infotech,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Mern Stack, Mysql Database, MongoDB, React.Js, Restful Web Api Development, Data Structures And Algorithm Design, Javascript, Web Application Development"
Lead AI Engineer - Machine Learning,ZS,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Coding, Analytical, Financial planning, Management consulting, Agile, Data structures, SAGE, Analytics"
Senior MLOps Engineer,Stockx,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Accessories, Backend, Version control, GCP, Machine learning, microsoft, Operations, consumer goods"
Lead - ML Engineering,S&P Global Inc.,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Supply chain, Linux, GCP, Control system, Machine learning, Debugging, System design, Monitoring"
Lead - ML Engineering,S&P Global Inc.,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Supply chain, Linux, GCP, Control system, Machine learning, Debugging, System design, Monitoring"
Lead Data Analyst,Epsilon Data Management,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Automation, Analytical, Agile, Data processing, Digital marketing, Analytics, Monitoring, SQL"
DE Senior Architect,Tredence,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Architect, SAN, Performance tuning, RDBMS, PLSQL, Apache, Open source, Unix shell scripting"
Data Architecture Manager,SBM Nauvata,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Microstrategy, Cloud computing, Data modeling, Master data management, Technical leadership, data governance, Data quality, microsoft"
Data Engineer,Accenture,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","pyspark, sql, etl pipelines, python, data processing, hive, data validation, scala"
Data Architect,Unitforce Technologies Consulting,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Engineering services, Automation, Coding, Analytical, Agile, Data collection, Data quality, Business solutions"
Senior Fullstack Engineer,Blooming Health,"Chennai, Bengaluru",1-5 Yrs,6-8 Lacs PA,". Bachelors degree in a relevant field, such as Life Sciences or HealthcarePreferred ca...","Front end, Postgresql, Analytical, MySQL, Debugging, Telecommunication, Scrum, Troubleshooting"
Senior Data Engineer,Examroomai India,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Etl Process, Data Modeling, Data Warehousing, AWS, SQL, Data Engineering, GIT, Modeling"
Product Manager,Satsure Analytics,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Product management, Data analysis, Project management, Machine learning, Agile, Market research, Product design, Monitoring"
Senior Data Engineer,Trintech,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Version control, GIT, orchestration, Linux, Powershell, Analytical, Data quality, Windows"
AI Developer,Spearhead Technology,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"C++, development testing, Coding, Machine learning, Manager Technology, Design development, IT planning, Algorithm development"
Full Stack Engineer - Senior Associate/Manager,Auxoai,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Backend, Enterprise applications, Postgresql, MySQL, Javascript, PHP, HTML, Ruby"
"CTO ( PHD in CS , AI",Corover,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Business development management, Head Business Development, Scalability, Strategic partnerships, Manager Technology, Mentor, Research, Mentoring"
Senior Data Engineer,Think Right Technologies,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Computer science, Performance tuning, Data migration, Postgresql, MySQL, Data quality, Apache, Information technology"
Lead Data Engineer,Think Right Technologies,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Computer science, Automation, Version control, Data management, Postgresql, Machine learning, Apache, SQL"
Senior Data Scientist_IF170325,"Enterprise Minds, Inc",Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Supply chain, Analytical, Artificial Intelligence, Machine learning, Data processing, Business intelligence, Forecasting, Operations"
Lead Specialist - Data Science,Oliver Wyman,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"data science, Consulting, Machine learning, Actuarial, Predictive modeling, data visualization, Risk management, SQL"
PySpark Technical Lead,Sopra Steria,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Training, Architecture, Scalability, spark, Machine learning, Data processing, Technical Lead, Deployment"
"Senior Manager, Product Development Data Science & Engineering",Bristol Myers Squibb,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Senior Manager, Product Development Data Science & Engineering, Product development, Senior management, Data, Development, Management, Science"
"Senior Manager, GenAI Content POD Lead",Bristol Myers Squibb,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Senior Manager, GenAI Content POD Lead, Management, Senior management, Senior, Content"
Senior Data Engineer,Frisco Analytics,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"python, metadata management, scala, design, data governance, debugging, communication skills, Senior"
Sr. Data Science Engineer,Micron Technology,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Machine Learning, Data Science, Python"
Data Analyst - CPG Domain,Tiger Analytics,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Retail Analytics, Data Analytics, SQL, Predictive Modeling, Marketing Analytics, Predictive Analytics, Data analysis, Predictive"
Technical Project Manager,Leading Client,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Big Data Processing, Program Management, NoSQL, Project Management, MySQL, Apache Hadoop, Apache Spark, Spark"
ML Enablement Engineering Manager (Platform Engineering),Ford,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"MLOPS, Platform Enigneering, Infrastructure, Devops, Engineering management, Engineering, Ml, Management"
Senior Machine Learning Engineer - NLP / Python,Maimsd Technology,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Python, Data Science, Tensorflow, Azure, NLP, Data Scientist, Machine Learning, AWS"
"Lead, Architecture",S&P Global Market Intelligence,Bengaluru,5-10 Yrs,5-15 Lacs PA,Position Title: Senior Data Engineer Department: Data ScienceReports To: Team LeadShift...,"Hadoop, Docker, PySpark, Scala, Spark, SparkML, AWS, Python"
Financial Analyst,Resy,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Computer science, Career development, Finance, Analytical, Wellness, Forecasting, Analytics, Financial services"
Lead Data Engineer,Mighrs,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Data Engineering, Data Pipeline, Big Data, SQL, Cloud Platform, Data Warehousing, Data, Warehouse"
AI Transformation Lead,"Metasys Technologies, Inc",Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Artificial Intelligence, Aiml, Machine Learning, Transformation, Intelligence, Machine"
Data Analysis - EA Renewals (additional requirement),Zensar,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Design engineering, Data analysis, Technology consulting, Focus, Agile, Conceptualization, Management, Requirements"
Sr. AI/ML Developer,Ecosmob Technologies,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","C++, Multithreading, Postgresql, MySQL, Debugging, SQLite, Machine learning, Monitoring"
DE&A - AIML - Data Science - Artificial Intelligence of Things (AIOT),Zensar,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","C++, Operations research, Analytical, Artificial Intelligence, Machine learning, data visualization, Data mining, Business intelligence"
Sr (AWS) Data Engineer / Architect,Knowledge Foundry,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Pyspark, Data Bricks, Data Pipeline, Delta Lake, Data Architecture, Etl Pipelines, Star Schema, Data Engineering"
BI Data Engineer,veralto,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Data management, MySQL, Packaging, Data collection, Business intelligence, Counselling, SQL, Recruitment"
Spark Developer,AU Small Finance Bank,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","SCALA, Spark, Data Modeling, AWS, Python, Data Structures And Algorithms, Data structures, Modeling"
Sr Consultant: Data Science and AI,Wadhwani Foundation,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Computer vision, Product engineering, orchestration, data science, development testing, Concept development, Machine learning, Natural language processing"
"Senior data engineer - Python, Pyspark, AWS - 5+ years Gurgaon",One of the largest insurance providers.,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Pyspark, Data Pipeline, AWS, Data Ingestion, Data Engineering, Data Processing, Process, Pipeline"
Devops Engineer 2,Sigmoid Analytics,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Shell Scripting, Python, Docker, Ci/Cd, AWS, Kubernetes, Cd, Continuous Integration"
Sr. Spec. DDIT IES Cloud Engineering,NOVARTIS,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Computer science, Change management, orchestration, Data management, Pharma, Disaster recovery, Machine learning, Natural language processing"
DE&A - Core - Data Engineering - Informatica,Zensar,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Design engineering, Technology consulting, Focus, Agile, Conceptualization, Informatica, Management, Consulting"
Full Stack Developer,S&P Global Inc.,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Supply chain, Content management, Automation, XML, Javascript, HTML, Oracle, Analytics"
Full Stack Lead,Persistent,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","full stack, memcached, server, css, dbms, microsoft, ajax, jquery"
Full Stack Lead,Persistent,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","full stack, memcached, server, css, dbms, microsoft, ajax, jquery"
Big Data Developer,Neostats Analytics Solutions,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","Big Data, SQL/HQL, Unix/Shell Scripting, CDP Platform, PySpark, Python, Cdp, Hql"
Senior Data Engineer - Abinitio,Datametica,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","GCP, Ab Initio, SQL, Data, Data Engineering, Initio, Senior, Ab"
Data Lead - Abinitio,Datametica,Gurugram,1-3 Yrs,Not disclosed,". . . Bachelors degree in Data Science, Computer Science, Statistics, or a related fiel...","DWH, abinitio, cloud, Python, Data warehousing, Ab Initio, Data"
Deputy Manager - Finance,Pepsico,Hyderabad,4-7 Yrs,Not disclosed,OverviewWe are currently looking to expand our talent pool for Financial Planning funct...,"Finance, SAP, Financial reporting, Financial Planning, Tableau, Financial modelling, Management reporting, Planning"
"Manager, Data Science 2",Paypal,Hyderabad,4-7 Yrs,Not disclosed,OverviewWe are currently looking to expand our talent pool for Financial Planning funct...,"OPEX, Excel, data science, SAS, Subject Expert, Wellness, QlikView, Analytics"
Merchandising Executive,Reward360 Global Services,Hyderabad,4-7 Yrs,Not disclosed,OverviewWe are currently looking to expand our talent pool for Financial Planning funct...,"Product management, Customer acquisition, Promotional campaigns, Product quality, Excel, Sales, Financial analysis, pricing strategy"
Senior Business Analytics Analyst,Barracuda Networks,Hyderabad,4-7 Yrs,Not disclosed,OverviewWe are currently looking to expand our talent pool for Financial Planning funct...,"Analyst, Business analytics, Analytical, Agile, Business strategy, QlikView, data visualization, Analytics"
Production Support Engineer,Reward360 Global Services,Hyderabad,4-7 Yrs,Not disclosed,OverviewWe are currently looking to expand our talent pool for Financial Planning funct...,"Core Java, Application support, Production support, RDBMS, Problem management, Incident management, Issue resolution, HTML"
Manager/Senior Manager- FPNA - NCR,EXL,Hyderabad,4-7 Yrs,Not disclosed,OverviewWe are currently looking to expand our talent pool for Financial Planning funct...,"Financial Planning And Analysis, Corporate Finance, Strategic Financial Planning, Business Planning, Business Finance, Financial Planning, Planning, Senior management"
Senior Applied Machine Learning Scientist,Sanas,Hyderabad,4-7 Yrs,Not disclosed,OverviewWe are currently looking to expand our talent pool for Financial Planning funct...,"Computer science, Training, deep learning, Product engineering, GCP, Machine learning, Deployment, Performance optimization"
Engineer III Consultant-App Dev,Verizon,Hyderabad,4-7 Yrs,Not disclosed,OverviewWe are currently looking to expand our talent pool for Financial Planning funct...,"iOS applications, Xcode, MVVM, Swift UI, Jenkins, Xcode Unit, Singleton, CoreML"
Airflow Data Engineer,Avivys Consulting Services,Hyderabad,4-7 Yrs,Not disclosed,OverviewWe are currently looking to expand our talent pool for Financial Planning funct...,"Automation, Version control, Coding, Consulting, MySQL, Machine learning, Data quality, Troubleshooting"
